acronym,title,projectUrl
NATEX,Aligned Natural Fibres and Textiles for Use in Structural Composite Applications,http://www.natex.eu/
NANOMMUNE,Comprehensive assessment of hazardous effects of engineered nanomaterials on the immune system,http://www.nanommune.eu
POCO,Carbon Nanotube Confinement Strategies to Develop Novel Polymer Matrix Composites,http://www.poco-project.org
NEMASYS,Non toxic and Cost Effective Essential Oil based Nematicide and Soil Delivery System,http://www.bovinose.eu/
KINACEPT,Novel anti inflammatory compounds for autoimmune diseases,http://www.medizin3.uk-erlangen.de/e1846/e623/e719/index_ger.html
NEUROPRO,OLIGOPEPTIDASE INHIBITORS IN BRAIN FUNCTION AND DYSFUNCTION TOWARDS NEW THERAPEUTIC STRATEGIES FOR NEUROPROTECTION,http://www.neuropro.eu
NANO-MUBIOP,Enhanced sensitivity Nanotechnology based Multiplexed Bioassay Platform for diagnostic applications,http://www.nanomubiop.eu
NANOMODEL,Multi Scale Modeling of Nano Structured Polymeric Materials From Chemistry to Materials Performance,http://www.am-institute.ch/en/cooperation/fp7-programs/nanomodel
CAEC,Continuous Annular Electro Chromatography,http://www.caec-eu.de
OPCARE9,A European Collaboration to optimise research for the care of cancer patients in the last days of life,http://www.opcare9.eu/index.htm
OXYGREEN,Effective redesign of oxidative enzymes for green chemistry,http://www.rug.nl/oxygreen/index
SOILSERVICE,Conflicting demands of land use soil biodiversity and the sustainable delivery of ecosystem goods and services in Europe,http://www.kem.ekol.lu.se/soilservice/index.html
EU4SEAS,The EU and sub regional multilateralism in Europe s sea basins neighbourhood enlargement and multilateral cooperation,http://www.eu4seas.eu/
HI-POD,Historical Patterns of Development and Underdevelopment Origins and Persistence of the Great Divergence,http://hipod.cepr.org/
SANDERA,The Future Impact of Security and Defence Policies on the European Research Area,http://sandera.portals.mbs.ac.uk/
ORGANIK,OrganiK An organic knowledge management approach for small european knowledge intensive companies,http://www.im3i.eu
EUROV1SION,Imaging function and dysfunction of neuronal circuits in the visual cortex,http://www.eurov1sion.eu
TRITICEAEGENOME,Genomics for Triticeae improvement,http://www.triticeaegenome.eu
EXCELL,Exploring Cellular Dynamics at Nanoscale,http://www.excell.nu
RETICIRC,Circuit specific approaches to retinal diseases,http://www.reticirc.eu/
ASAPS,Sharing Age A Sharing Approach to Promoting Science,http://www.asaps-sharingage.eu
TIRCON,Treat Iron Related Childhood Onset Neurodegeneration,http://www.tircon.eu
DES-MOLD,Feature Based Design and Modelling for Injection molding Optimization,http://www.desmold.eu/
SMARTLAM,Smart production of Microsystems based on laminated polymer films,http://www.smartlam.eu/
INNOSERV,Innovative Social Services platform,http://www.inno-serv.eu/
PANOPTES,Peptide based Nanoparticles as Ocular Drug Delivery Vehicles,http://www.panoptesfp7.eu/
COMMHERE,Communication of European Health Research,http://www.commhere.eu
PLANTPACK,Sustainable Coating for Food Packaging based on Starch and Seaweed Extracts,http://www.plantpack.eu
FLEXPAKRENEW,Design and development of an innovative ecoefficient low substrate flexible paper packaging from renewable resources to replace petroleum based barrier films,http://www.flexpakrenew.eu
NOVACAM,NOVel cheap and Abundant Materials for catalytic biomass conversion,http://novacam.eu/
HYPOMAP,New materials for hydrogen powered mobile applications,http://www.jacobs-university.de/ses/theine/projects/HYPOMAP
ALAMSA,A Life cycle Autonomous Modular System for Aircraft Material State Evaluation and Restoring System,http://www.bath.ac.uk/rdso/alamsa/
CISSTEM,Cis regulatory logic of the transcriptional control in neural stem cells,http://www.cisstem.eu/
MAXIMUS,INNOVATIVE REARING AND STUNNING OF FARMED TURBOT AND SOLE TO MEET FUTURE CHALLENGES REGARDING QUALITY OF PRODUCTION AND ANIMAL WELFARE,http://dev02.imbera.no/aquaplanmaximus/no/
LOWTEV II,Low Temperature and Lean Volume Cleaning System Demonstrating the Project Results,http://www.lowtevii.sitew.fr/#Project.K
FLASH-IT,FaciLitating Access to Socio economic ResearcH through Information and Communications Technology,http://www.flash-it.eu
HELP,Enhanced Communications in Emergencies by Creating and Exploiting Synergies in Composite Radio Systems,http://www.fp7-sec-help.eu
SAFE-BAG,Novel continuous in pack decontamination system for fresh produce,http://www.safebag-fp7.eu/
SICA-HF,Studies Investigating Co morbidities Aggravating Heart Failure,http://www.sica-hf.com/index.php
EUNEFRON,European Network for the Study of Orphan Nephropathies,http://www.eunefron.org/
DOPPLER-CIP,Determining Optimal non invasive Parameters for the Prediction of Left vEntricular morphologic and functional Remodeling in Chronic Ischemic Patients,http://www.doppler-cip.eu
BIOAGROTEX,Development of new agrotextiles from renewable resources and with a tailored biodegradability,http://www.bioagrotex.eu
EASY-IMP,Collaborative Development of Intelligent Wearable Meta Products in the Cloud,http://www.easy-imp.eu
AUTOGRASSMILK,Innovative and sustainable systems combining automatic milking and precision grazing,http://www.autograssmilk.eu/Start.htm
INNOVAGE,Social Innovations Promoting Active and Healthy Ageing,http://www.eurocarers.org
DIRECTFUEL,Direct biological conversion of solar energy to volatile hydrocarbon fuels by engineered cyanobacteria,http://www.directfuel.fi/
REFINEMENT,Financing systems effects on the Quality of Mental health care in Europe,http://rpc.spsichiatria.univr.it/refinementproject/
SMARTMILK,A novel system for the treatment of milk based on the combination of ultrasounds and pulsed electric field technologies,http://www.smartmilk.eu/
SAFECAST,PERFOMANCE OF INNOVATIVE MECHANICAL CONNECTIONS IN PRECAST BUILDINGS STRUCTURES UNDER SEISMIC CONDITIONS,http://www.safecastproject.eu
CREST,Enrichment of macular pigment and its impact on vision and blindness,http://www.mprg.ie
TWOBIAS,Two Stage Rapid Biological Surveillance and Alarm System for Airborne Pathogenic Threats,http://twobias.com/index.php?option=com_content&view=article&id=1&Itemid=2
LIGNOFOOD,Ingredients for Food and Beverage industry from a lignocellulosic source,http://lignofood.eu/
SENSE,HarmoniSed ENvironmental Sustainability in the European food and drink chain,http://www.senseproject.eu/
DITAC,Disaster Training Curriculum,http://www.ditac.info/
CopPeR,Copper Interconnects for Advanced Performance and Reliability,http://www.copper-project.eu
FLUIDGLASS,FLUIDGLASS,http://www.fluidglass.eu
WE-CARE,Towards a Sustainable and Affordable Healthcare,http://www.eu-patient.eu/News/News/We-Care-project-how-quality-healthcare-services-can-be-preserved/
IDEA-FOOT,IDEA Foot Innovative DEsign and mAnufacturing systems for small series production for European FOOTwear companies,http://www.ideafoot.eu
RAISME,Rapid Application Innovation for SMEs,http://www.raisme.eu
HESTOR,Development of Thermal Storage Application for HVAC solutions based on Phase Change Materials,http://www.hestor.eu
PINVIALEG,Portable microfluidic based device for in situ detection of viable legionella,http://www.pinvialeg.eu
ISU-DEP,Intelligent Sanitary Unit for Disabled and Elderly People,http://www.isu-dep.eu
ENVIRON-MENTOR,Facilitating Implementation of the IPPC Legislation through a Web Based Environmental Consultancy Toolkit,http://www.environmentor-project.com
PROMETHEUS,Treatment of high organic load high temperature and high salinity industrial waste water containing recalcitrant contaminants,http://www.fp7-prometheus.eu
CLIMAWIN,An intelligent window for optimal ventilation and minimum thermal loss,http://www.climawin.aau.dk
TECH-IT-EASY,IT Tool to support SMEs in systematic innovation based on consolidated methodology and innovation knowledge domain structured trough specific ontologies,http://www.tech-it-easy-project.eu
NOZZLEINSPECT,Autonomous Robot for an Automatic Inspection of Nozzle Welds in Nuclear Environment,http://www.nozzleinspect.eu
DECOCOAT,Development of ECOlogical friendly and flexible production processes for textile COATings based on innovative polyolefine polymer formulations,http://www.decocoat.org
DURAWOOD,Development of a cost effective durable coating system with low fungicide content for wood surfaces using Plasma Discharge,http://www.durawood-fp7.eu
OTASENS,Novel photosensor based device for rapid and quantitative ochratoxin A determination in wine beer and feed,http://www.otasens.it
THERMOGRIND,Thermally Controlled Rotational Grinding of Sapphire Wafers for Highly Efficient Manufacturing of Modern White LED Light Sources,http://www.thermogrind.eu
ROOF-CAPTURE,Innovative Design for Wind Energy Capture in Urban Environments,http://www.roofcapture.eu
OSGRAM,The development of a graduated radar absorbing multi layer structure for wind turbine applications to enable their positioning in areas of optimal power generation,http://www.osgram.eu
NANOSCRATCH,To develop a scratch resistance coating using a molecular self assembly nanotechnology for plastic products,http://www.nanoscratch-project.eu
RPC-HVTS-DCS,Development environment and demonstrators for resonant power conversion facilitating high voltage test systems using very low frequency and DC sources,http://www.eu-rpc.de
LION-TEX,Innovative Industrial Process for printing Lenticular Images Directly on Textiles with Jetting Technology for safety protective clothing application,http://www.lion-tex.eu
REPROSEL,REPROduction protocols and molecular tools for mass spawning and communal rearing based SELective breeding schemes applied to multiple spawning marine fish,http://www.reprosel.eu
SCAMSTOP,Scams and Fraud Detection in Voice over IP Networks,http://www.sme-scamstop.eu
NOFIRE,High Speed Fire Stopping Sectional Door,http://www.nofiredoor.eu
HYDRORAD,Integrated advanced distribuited system for hydro meteorological monitoring and forecasting using low cost high performance X band mini radar and cellular network infracstructures,http://www.himet.it/hydrorad
MAGNA,Methodologies and Tools Advancing the DesiGN and Validation of EGNOS GALILEO Aware Applications,http://www.magna-egnos.com
CLAIM,Customised Laser assisted Plasma Arc Welding of Light Alloys and Steels,http://www.claim-project.eu
PICODICON,Development of a mobile Pico projector based data Displaying solution for Construction SMEs enabling the paperless construction site,http://www.picodicon.com
ULTRAVISC,Sensor Base Ultrasonic Viscosity Control for the Extrusion of Recycled Plastics,http://www.ultravisc.org
FUST,Source tracking and monitoring of mould contamination in food production,http://www.fust.eu.com
REGEN-FOREST,Sustainable production of forest regeneration materials for protection against climate change,http://www.regenforest.eu
SMART-PADDY,Smart on line water salinity measurement network to manage and protect rice fields,http://www.smartpaddy.eu/
DEMETRIQ,Developing methodologies to reduce inequalities in the determinants of health,http://www.demetriq.eu
TASS,Total Airport Security System,http://www.tass-project.eu
TXOTX,Technical eXperts Overseeing Third country eXpertise,http://www.txotx.net
ESENET,Emergency Services Europe Network,http://www.esenet.org
WATERBEE DA,WaterBee Smart Irrigation Systems Demonstration Action,http://www.waterbee.eu/
I2C,Integrated System for Interoperable sensors Information sources for Common abnormal vessel behaviour detection Collaborative identification of threat,http://www.I2C.eu
STREAMLINE,Strategic Research For Innovative Marine Propulsion Concepts,http://www.streamline-project.eu
BIOSURF,Development and implementation of a contact biocide polymer for its application as antimicrobial and anti deposit surfaces in the food industry,http://www.biosurf-project.com/
MESMESH,Ultra thin conductive ceramic mesh to monitor stress and wear on a steel surface,http://www.mesmesh.eu
SAFE CATHETER,Development of a cost effective anti bacterial device for the 37 million urethral catheters used in enlarged Europe,http://www.safecatheter.eu/
TRANSHYBERIAN,Characterization of Wall Temperature Effect during Transition of Hypersonic flow over a Cone By Experiments And Numerical Simulations,http://www.transhyberian.eu
ELEVATE,Integrating Pedagogically Documented Value Added E Training Add Ons in Commercial Software Products of European Software SMEs,http://www.elevate-project.eu
ENRICH,ENRICHMENT OF AQUACULTURE IMPLANTS BY INTRODUCTION OF NEW MARINE SPECIES FROM THE WILD TO BREEDING,http://www.enrichnet.eu
EUINTEGRATIO,European integration process in the new regional and global settings,http://www.euintegratio.eu
EUROFIR-NEXUS,The EuroFIR Food Platform Further integration refinement and exploitation for its long term self sustainability,http://www.eurofir.eu/
ICSC,Integrated Chemical synthesis and Screening in patient Cells,http://www.icsc-fp7.eu/
DORIS_NET,Downstream Observatory organised by Regions active In Space Network,http://www.doris-net.eu/
NU-ROOF,Supporting the roofing SMEs in the development and use of a new generation of roofing materials applicable with fault tolerant procedures reducing the use of petroleum based products,http://www.nuroofproject.org/
ECOBIOCAP,Ecoefficient Biodegradable Composite Advanced Packaging,http://www.ecobiocap.eu/
TRACKBOCS,Tracking and Security System with Built in Energy Generation for Containers,http://www.trackbocs.com/
CURELUNG,Determining epi genetic therapeutic signatures for improving lung cancer prognosis,http://www.curelung.eu/
AUTOSUPERCAP,DEVELOPMENT OF HIGH ENERGY HIGH POWER DENSITY SUPERCAPACITORS FOR AUTOMOTIVE APPLICATIONS,http://autosupercap.eps.surrey.ac.uk/
CARBOCHANGE,Changes in carbon uptake and emissions by oceans in a changing climate,http://www.carbochange.eu
ECOPAT,Development of a cost effective and lightweight hand pallet truck for application in material handling,http://www.project-ecopat.eu/
M-FUTURE2011,Materials Manufacturing of the FUTURE,http://www.fumat2011.eu
ENABLE,Environmentally Acceptable Pretreatment System for Painting Multi Metals,http://extra.ivf.se/enable/template.asp?meny=31&lank=69
SIGNED,Secure Imprint GeNerated for papEr Documents,http://www.signedfp7.eu
MINAM 2.0,Paving the ground for the second generation of a highly effective application oriented MicroNano Manufacturing community in Europe,http://minamwebportal.eu/index.php?m1=Public-Area&amp
ULTRAVEG,Development of a high power ultrasound system for the low cost fast effective and quality drying of fruit and vegetables,http://www.ultraveg.eu/
WOLAXIM,Whole Life Rail Axle Assessment and Improvement,http://www.wolaxim.eu
AL-IN-WON,AlGaN and InAlN based microwave components,http://www.alinwon-fp7.eu/fp7/
RODIN,Suspended Graphene Nanostructures,http://www.fp7rodin.eu
COOL-MEAT,A novel method for improving the vacuum cooling of cooked meats,http://www.coolmeat.eu/
VITISPEC,An affordable easy to use tool for monitoring the wine production process based on FTIR ATR and an attached PAS gas cell,http://www.vitispec.eu/
OPHIS,COMPOSITE PHENOTYPIC TRIGGERS FOR BONE AND CARTILAGE REPAIR,http://www.istec.cnr.it/index.php?option=com_content&view=article&id=240:composite-phenotypic-triggers-for-bone-and-cartilage-repair-ophis-2011-2014-fp7-nmp-2009-small-3-246373&catid=69&Itemid=48&lang=en
SAGA-EO,Support Action to GMES Africa on Earth Observation SAGA EO,http://www.saga-eo.eu/
OILPULSE,INCREASED VIRGIN OLIVE OIL YIELD AND QUALITY BY COMPLEMENTING EXISTING AND NEW OLIVE OIL MILLS WITH PULSED ELECTRIC FIELD PEF TECHNOLOGY,http://oilpulse.cric-projects.com/
CLEAN CUT,Development of a clean and energy efficient cutting system for the 12 millions tons of granite blocks yearly processed in enlarged EU,http://www.project-cleancut.eu
NANORAY,Development of a X Ray tube based on the Field Emission properties of Carbon Nanotubes,http://www.nanoray-project.eu
AXIS,Advanced X ray source based on field emitting Carbon Nanotubes cold cathode,http://www.axisproject.eu
OPTITEMPTANK,Development of an Integrated System for Cost Effective Temperature Control in Aquaculture Tanks,http://www.ist-world.org/ProjectDetails.aspx?ProjectId=f3c287ef370241a9befb06b2d8103617
GRACE,InteGration of pRocess and quAlity Control using multi agEnt technology,http://grace-project.org/
NANOPCM,New Advanced iNsulatiOn Phase Change Materials,http://www.nanopcm.eu
WE-STAY,Work Toghether to Stop Truancy Among Youth,http://ki.se/ki/jsp/polopoly.jsp?d=39844&a=128060&l=en
ECOBUG,Development of an Innovative Industrial Bioreacting and Fermentation Process producing an Organic Insect Repellent Fertilizer for Ecological farming,http://www.ecobug.eu/
TERACOMP,Terahertz heterodyne receiver components for future European space missions,http://www.chalmers.se/hosted/teracomp-en/
CLET,Closed Loop Control of the Laser Welding Process through the Measurement of Plasma,http://clet.cartif.com.es
CLEANHIVE,Detecting the Pathogen that Threatens European Honey Bees,http://www.cleanhive.eu/
SECURITAC,HIGH RELIABILITY LOW COST STACKABLE POWER SUPPLY FOR SECURITY SYSTEMS,http://securitac.cric-projects.com
PROSPIE,Protective Responsive Outer Shell for People in Industrial Environments,http://www.prospie.eu
WINTUR,In situ wireless monitoring of on and offshore WINd TURbine blades using energy harvesting technology,http://www.wintur-project.com
QUALITI,Development of New and Novel Quality Control System for the Inspection of Titanium Components in Safety Critical Applications in the Aerospace Industry,http://www.qualiti.eu
IREMO,intelligent REactive polymer composites MOulding,http://www.iremo.eu
CAP-SCHED,Competitive Advantage for Process intensive industries by SCheduling with Heuristics EnhanceD simulation optimisation,http://www.capsched.eu
ECOSTREETLIGHT,Development of 25 more energy efficient street lights with integrated reflector elimination of protection glass optimized arc tube and improved luminaire design,http://www.ecostreetlight.com
NANOCARD,Nanopatterned scaffolds for active myocardial implants,http://www.mf.mpg.de/NanoCARD
RECATABI,Regeneration of Cardiac Tissue Assisted by Bioactive Implants,http://www.recatabi.com/
EFISOL,Solar Thermal Cogeneration Plant based on Organic Rankin Cycle,http://www.efisol.org/
MONAD,Molecular Motors based Nanodevices,http://www.monad4eu.com
SHELLPLANT,Development of a novel production system for intensive and cost effective bivalve farming,http://www.shellplant.no/
ADAMS,Genomic variations underlying common behavior diseases and cognition trait in human populations,http://genseq.molgen.mpg.de/cms/
SAWHOT,Surface Acoustic Wave wireless sensors for High Operating Temperature environments,http://www.sawhot-project.com/
HEAT SAVER,Development of a heat storage system to improve energy efficiency in CHP power plants and in solar driven industrial applications with high relevance to SME,http://www.heat-saver.eu
COMETA,Advanced Polymeric COmpounds and Metal Matrix Composites for Excellent Performances in Machine Tools applications,http://www.cometaproject.eu
PROFITEX,Providing Fire Fighters with Technology for Excellent Work Safety,http://www.project-profitex.eu
OLICEMATIC,DEVELOPMENT OF A NOVEL COST EFFECTIVE TECHNIQUE TO OPTIMISE OLIVE OIL PRODUCTION,http://olicematic.cric-projects.com/
EGGSTERILISATION,DEVELOPMENT OF A LOW COST FAST AND SECURE SYSTEM FOR EGG STERILISATION USING AN ATMOSPHERIC PRESSURE PLASMA SYSTEM,http://eggs.cric-projects.com
LOWTEV,Low Temperature and Lean Volume Cleaning System,http://lowtev.pera.com/
BIG-HEART,Bench to beside Integrated approach to familial hypertrophic cardiomyopathy to the HEART of the disease,http://www.big-heart.eu/
MULTIPLAT,Biomimetic Ultrathin Structures as a Multipurpose Platform for Nanotechnology Based Products,http://www.multiplat.net/
HIPERSOL,Modelling of interfaces for high performance solar cell materials,http://www.sintef.no/Projectweb/HiperSol/
NANOHEX,Enhanced Nano fluid Heat Exchange,http://www.nanohex.eu/
SAFE@SEA,Protective clothing for improved safety and performance in the fisheries,http://www.safeatsea-project.eu/
LEAKDETECT,Mobile Refrigeration System Refrigerant Leakage Monitoring,http://www.leakdetect.org
ARGOMARINE,Automatic Oil Spill Recognition and Geopositioning integrated in a Marine Monitoring Network,http://www.argomarine.eu/public/
SERON,Security of Road Transport Networks,http://www.seron-project.eu/
SRC-09,Security Research Conference 2009,http://www.src09.se
INNOSOUND,Innovative Methods and Tools for the Sound Design of Organ Pipes,http://www2.ibp.fraunhofer.de/akustik/Orgelsound/index_e.html
NIM_NIL,Large Area Fabrication of 3D Negative Index Metamaterials by Nanoimprint Lithography,http://www.nimnil.org
MAGNIFYCO,MAGNETIC NANOCONTAINERS FOR COMBINED HYPERTHERMIA AND CONTROLLED DRUG RELEASE,http://www.magnifyco.eu
PORPARDET,Portable Particulate Detection Device,http://www.porpardet.signalgenerix.com/index.php
FIND AND BIND,Find and Bind Mastering sweet cell instructive biosystems by copycat nano interaction of cells with natural surfaces for biotechnological applications,http://www.findandbind.eu
ONTOWIKI,OntoWiki Semantic Collaboration for Enterprise Knowledge Management E Learning and E Tourism,http://ontowiki.eu/Welcome
ACCEPT,ADVANCED CO2 CLEANING AS AN ECOLOGICAL PROCESS TECHNOLOGY,http://www.kreussler.com/accept
PROPRALINE,Structure and processing for high quality of chocolate pralines,http://projekt.sik.se/propraline/
SOLARIS,A novel modular solar air source heat pump system,http://solaris.pera.com
MODIFY,Multi scale modelling of interfacial phenomena in acrylic adhesives undergoing deformation,http://modify.chemeng.upatras.gr
COMETNANO,Technologies for Synthesis Recycling and Combustion of Metallic Nanoclusters as Future Transportation Fuels,http://www.cometnano.org
PERFOOD,PERFluorinated Organics in Our Diet,http://www.perfood.eu/
MAHEATT,Materials for high energy accumulators in traction and tools,http://www.mn.uio.no/smn/english/research/projects/maheatt/
CHIBCHA,Genetic study of Common Hereditary Bowel Cancers in Hispania and the Americas,http://www.well.ox.ac.uk/CHIBCHA/
NOMS,NANO OPTICAL MECHANICAL SYSTEMS,http://www.noms-project.eu
SIMBA,Scaling up of ICP technology for continuous production of Metallic nanopowders for Battery Applications,http://www.simba-project.eu/
AMCOS,Advanced Materials as CO2 Removers A Computational Study of CO2 Sorption Thermodynamics and Kinetics,http://comse.chemeng.ntua.gr/amcos/
