,projectUrl,foundProjectUrl1,MatchScore1,SameResource
78,http://community.iknowfutures.eu/,http://community.iknowfutures.eu/,100.0,1
79,http://www.subito-project.eu/,http://www.gizmag.com/subito-unattended-baggage-detection/16321/,0.0,
80,http://www.harcana.eu/,http://www.harcana.eu/,100.0,1
81,http://swup-med.dk/,http://swup-med.dk/deliverables/d3a.2.pdf/,0.0,
82,http://www.navtronic-project.eu/,http://www.uniresearch.nl/artikelen/transport_and_mobility_.html,0.0,
83,http://www.coexistproject.eu/,http://ec.europa.eu/research/bioeconomy/fish/projects/coexist_en.htm,0.0,
84,http://www.treatoa.eu/,http://consortiapedia.fastercures.org/consortia/treat-oa/,,
85,http://www.raptor-project.eu/,https://neoconopticon.wordpress.com/2010/01/18/fp7-funding-for-fraunhofer-projects-on-inflatable-bullet-proof-tents-and-curtains-and-command-and-control-systems/,0.0,
86,http://www.ocmol.eu/,http://www.ocmol.eu/uploads/media/OCMOL_brochure.pdf,0.0,
87,http://www.medeo-eu-ru.org/,http://medeo-eu-ru.org/,99.0,1
88,http://spacewire-rt.org/,http://spacewire-rt.org/,100.0,1
89,http://www.theseus-eu.org/,http://www.theseus-eu.org/,100.0,1
90,http://www.hivocomp.eu/,http://www.hivocomp.eu/,100.0,1
91,http://www.neugene.eu/,http://www.eusem.com/body/CS/EUproj-genmod/NEUGENE.htm,,
92,http://www.intricate.eu/,http://www.intricate.eu/,100.0,1
93,http://eurocanplatform.eu/,http://eurocanplatform.eu/,100.0,1
94,http://www.nafispack.com/,http://nafispack.com/,100.0,1
95,http://www.neuro.ki.se/selact/site/,http://ec.europa.eu/research/health/medical-research/brain-research/projects/select-and-act_en.html,0.0,
96,http://www.optistem.org/,http://www.optistem.org/our-research/clinical-applications,49.0,1
97,http://www.aegos-project.org/index.php,http://www.aegos-project.org/index.php,83.0,1
98,http://acobar.nersc.no/,https://www.nersc.no/project/acobar,0.0,
99,http://helios-fp7.eu/,http://helios-fp7.eu/helioswp/wp-content/uploads/2012/06/MAN-DIESEL-AND-TURBO_ME-GI-ENGINES_ISME585.pdf,0.0,
100,http://www.science.leidenuniv.nl/index.php/ibl/mcb/research_themes/zf_cancer,,,
101,http://www.ideasconsortium.eu/,http://www.efeo.fr/base.php?code=400,0.0,
102,http://www.wilcoproject.eu/,http://www.wilcoproject.eu/,99.0,1
103,http://www.affects-fp7.eu/,http://www.affects-fp7.eu/,100.0,1
104,http://www.gprix.eu/,http://business.staffs.ac.uk/gprix/docs/Del_1_4_Selection_Criteria_for_Good_Practices.pdf,0.0,
105,http://www.seabilla.eu/cms/,http://www.seabilla.eu/cms/,97.0,1
106,http://www.parylens.eu/,http://www.parylens.eu/,100.0,1
107,http://www.predicta.eu/,http://www.predicta.eu/,99.0,1
108,http://www.derreg.eu/,http://www.derreg.eu/system/files/D5.3%28g%29%20Case%20Study%20Report_West%20Region%20of%20Ireland.pdf,0.0,
109,http://www.nephh-fp7.eu/,http://www.cranfield.ac.uk/Case-Studies/research-case-studies/NEPHH,0.0,
110,http://www.nutrimenthe.eu/,http://www.nutrimenthe.eu/UserFiles/File/open_forum/Bernadette_Egan.pdf,0.0,
111,http://www.sysbio.se/SYSINBIO/,http://sysbio.di.uminho.pt/sysinbio.php,0.0,
112,http://www.manuvar.eu/,http://www.manuvar.eu/,100.0,1
113,http://www.project-leanautomation.eu/,http://www.project-leanautomation.eu/,100.0,1
114,http://www.sensyf.eu/,http://www.sensyf.eu/framework.html,71.0,1
115,http://www.epitarget.eu/,http://www.epitarget.eu/,100.0,1
116,http://www.diabat.org/,http://diabat.org/content/index_eng.html,74.0,
117,http://www.biomagscar.eu/,http://www.2020-horizon.com/BIOMAGSCAR-Biodegradable-Magnetic-Stent-for-Coronary-Artery-Luminal-Regeneration(BIOMAGSCAR)-s2103.html,0.0,
118,http://www.eu-cert-icd.eu/,http://www.eu-cert-icd.eu/,100.0,1
119,http://www.pronia.eu/,http://www.pronia.eu/the-project/,65.0,1
120,http://www.gannet53.eu/,http://www.gannet53.eu/,100.0,1
121,http://www.ntnu.edu/optimex,https://clinicaltrials.gov/ct2/show/NCT02078947,0.0,
122,http://www.foreurope.eu/,,,
123,http://www.one-p.eu/,http://first.aster.it/_aster_/viewNews?ID=19596,0.0,
124,http://www.promark-fp7.eu/,http://www.promark-fp7.eu/,100.0,1
125,http://moodinflame.eu/,http://ec.europa.eu/research/health/medical-research/brain-research/projects/moodinflame_en.html,0.0,
126,http://minano.vtt.fi/,http://minano.vtt.fi/,100.0,1
127,http://redd-flame.info/,http://www.copernicus.eu/projects/redd-flame,0.0,
128,http://sidarus.nersc.no/,https://www.nersc.no/project/sidarus,0.0,
129,http://www.bio.unipd.it/nanophoto/,http://ec.europa.eu/research/health/medical-research/cancer/fp7-projects/nanophoto_en.html,0.0,
130,http://www.asfrisk.eu/,http://www.asfrisk.eu/,100.0,1
131,http://www.igdtp.eu/,http://www.igdtp.eu/index.php/secretariat/sec-igd/news,35.0,1
132,http://www.bugworkersproject.eu/,http://www.bugworkersproject.eu/Portals/0/Public/BUGWORKERS-webinar-web.pdf,0.0,
133,http://www.ucd.ie/facet/,http://www.ucd.ie/facet/,100.0,1
134,http://www.ambiocas.eu/,http://www.ambiocas.eu/news/Ambiocas_Introductory_Brochure.pdf,0.0,
135,http://www.habeat.eu/,http://habeat.eu/,100.0,1
136,http://uf.ilb.uni-bonn.de/transparentfood/index.html,http://www.transparentfood.eu/,100.0,1
137,http://www.e-facts.eu/html/studies/home?asgsid=937c19af8a660d335338ef84ffdb650c,http://www.e-facts.eu/,82.0,1
138,http://www.converge-project.eu/,http://www.researchgate.net/publication/229051899_Supporting_Non-Hierarchical_Supply_Chain_Networks_in_the_Electronics_Industry,0.0,
139,http://www.woodwisdom.net/,http://era-platform.eu/era-nets/woodwisdom-net-2/,0.0,
140,http://www.betaimage.eu/index.php,http://www.betaimage.eu/,100.0,1
141,http://www.bgs.ac.uk/forge/,http://www.bgs.ac.uk/forge/,100.0,1
142,http://www.sharco.eu/,http://www.sharco.eu/sharco,68.0,1
143,http://www.recosy.eu/,http://www.recosy.eu/documentos/D1.2-state%20of%20the%20art.pdf,0.0,
144,http://web.emn.fr/x-subatech/skin/index.php?title=Main_Page,http://www.ine.kit.edu/653_1177.php,0.0,
145,http://www.pebs-eu.de/,http://www.pebs-eu.de/,100.0,1
146,http://www.modern-fp7.eu/,http://www.modern-fp7.eu/,100.0,1
147,http://www.doris-project.eu/,http://www.irpi.cnr.it/en/progetti/doris/,0.0,
148,http://www.proviscout.eu/,http://acronyms.thefreedictionary.com/Planetary+Robotics+Vision+Scout,0.0,
149,http://soteria-space.eu/,http://soteria-space.eu/,100.0,1
150,http://provisg.eu/,http://acronyms.thefreedictionary.com/Planetary+Robotics+Vision+Ground+Processing,,
151,http://www.saturne-project.com/,http://www.2020-horizon.com/SATURNE-Microsystems-Based-on-Wide-Band-Gap-Materials-for-Future-Space-Transmitting-Ultra-Wideband-Receiving-Systems(SATURNE)-s8929.html,0.0,
152,http://www.ssg.group.shef.ac.uk/semep/,http://www.copernicus.eu/projects/semep,0.0,
153,http://www.endorse-fp7.eu/,http://www.endorse-fp7.eu/,94.0,1
154,http://www.watplan.eu/,http://www.copernicus.eu/projects/watplan,0.0,
155,http://www.fp7-space.eu/,https://edukad.etag.ee/project/3066,0.0,
156,http://fosternav.net/,http://fosternav.net/,100.0,1
157,http://marine.copernicus.eu/,http://progettiue.enea.it/dett_pdf.asp?id=651,0.0,
158,http://www.subcoast.eu/,http://www.subcoast.eu/,100.0,1
159,http://www.carbones.eu/wcmqs/,http://www.carbones.eu/wcmqs/,100.0,1
160,http://www.alta-space.com/hiper/,http://arc.aiaa.org/doi/pdf/10.2514/6.2011-5515,0.0,
161,http://hespe.eu/,http://www.hespe.eu/,88.0,1
162,http://www.smartees-project.eu/,http://www.slideshare.net/PlusComposites/httpwwwpluscompositeseucontentjournetechniquesurlusinagedescomposites,0.0,
163,http://www.asimuth.eu/en-ie/Pages/default.aspx,http://www.asimuth.eu/en-ie/Deliverables%20and%20Publications/Delivery%20Reports/D6-3_Initial-briefing-document-for-policy-makers.pdf,0.0,
164,http://www.theseusproject.eu/,http://www.theseusproject.eu/,100.0,1
165,http://www.pre-earthquakes.org/,http://www.copernicus.eu/projects/pre-earthquakes,0.0,
166,http://www.wageningenur.nl/en/Expertise-Services/Research-Institutes/alterra/Projects/BIO_SOS.htm,http://www.wageningenur.nl/en/Expertise-Services/Research-Institutes/alterra/Projects/BIO_SOS.htm,100.0,1
167,http://www.benwood.eu/cms/,http://www.rokwood.eu/public-library/links/19-srp-guidelines-and-standards-r-d-coordination-and-future-planning.html,0.0,
168,http://www.istimes.eu/,http://www.istimes.eu/,97.0,1
169,http://www.fp7tornado.eu/,http://www.unil.ch/euresearch/fr/home/menuguid/projets-unil-fp7/cooperation/tornado.html,,
170,http://www.nanofutures.eu/,http://www.nanofutures.info/sites/default/files/NANOfutures_Roadmap_Consultation-templates_for_WGs-Communication_Networking.doc,0.0,
171,http://www.bionexgen.eu/,http://www.bionexgen.eu/fileadmin/common/downloads/brosch-bionexgen_hi-res.pdf,0.0,
172,http://www-nanohouse.cea.fr/,http://www-nanohouse.cea.fr/scripts/home/index.asp,0.0,
173,http://projects.icmab.es/resolve/,https://www.liverpool.ac.uk/chemistry/staff/rasmita-raval/research/,0.0,
174,http://www.namdiatream.eu/joomla/,http://www.namdiatream.eu/,96.0,1
175,http://www.efraim-online.com/,http://www.efraim-online.com/images/pdf/electronic%20Newsletter_31Mar2010.pdf,0.0,
176,http://cope.vtt.fi/,http://cope.vtt.fi/index.htm,100.0,1
177,http://www.toybox-study.eu/,http://www.toybox-study.eu/,99.0,1
178,http://www.urhis.eu/,http://urhis.eu/,100.0,1
179,http://www.flaviola.org/,http://www.eatwellproject.eu/en/,0.0,
180,http://www.servive.eu/,http://ilab.atc.gr/projects/servive,,
181,http://www.baselineeurope.eu/,http://www.baselineeurope.eu/aboutbaseline_europeanaddedvalue.asp,,
182,http://www.rhea-project.eu/,http://www.rhea-project.eu/,100.0,1
183,http://nanoyou.eu/,https://www.zsi.at/de/object/project/972,0.0,
184,http://www.lupas-amyloid.eu/,http://www.research-projects.uzh.ch/p16507.htm,,
185,http://www.neurobid.eu/,http://www.findanexpert.unimelb.edu.au/individual/grant16316,0.0,
186,http://www.mycored.eu/,http://www.mycored.eu/,75.0,1
187,http://www.rufus-eu.de/,http://www.wageningenur.nl/en/show/RUFUS-Rural-future-networks.htm,0.0,
188,http://arch.iarc.fr/,http://www.creal.cat/media/upload/pdf/williamd_editora_20_93_1.pdf,0.0,
189,http://www.diaprepp.eu/,http://www.ludc.med.lu.se/research-units/diabetes-and-celiac-disease/research-projects/diabetes-type-1-prediction-early-pathogenesis-and-prevention/,0.0,
190,http://www.2besafe.eu/,http://www.transport-research.info/project/2-wheeler-behaviour-and-safety,,
191,http://www.spicyweb.eu/,http://www.wageningenur.nl/en/show/SPICY-Smart-tools-for-Prediction-and-Improvement-of-Crop-Yield.htm,0.0,
192,http://www.physiol.ox.ac.uk/genodisc/index.html,http://ec.europa.eu/research/health/medical-research/severe-chronic-diseases/projects/genodisc_en.html,0.0,
193,http://www.sshoes.eu/default.aspx,http://www.sshoes.eu/,100.0,
194,http://www.full4health.eu/,http://www.full4health.eu/,100.0,
195,http://www.wasis.eu/,http://transport-research.info/sites/default/files/project/documents/20120406_011320_87043_5D4.pdf,0.0,
196,http://www.bisnano.eu/,http://www.bisnano.eu/#!,91.0,1
197,http://www2.le.ac.uk/departments/physics/research/rspp/missions/eclat/eclat-european-cluster-assimilation-technology/,http://www.dlr.de/rd/Portaldata/28/Resources/dokumente/rp6/veranstaltungen/H2020_Brussels/d2-03-protect/CHATARD_MOULIN.pdf,0.0,
198,http://fp7-saveme.com/,http://www.unibo.it/en/research/projects-and-initiatives/Unibo-Projects-under-7th-Framework-Programme/cooperation-1/nanosciences-nanotechnologies-materials-and-new-product-technologies-nmp/saveme,0.0,
199,http://eurospin.mpg.de/,http://ec.europa.eu/research/health/medical-research/brain-research/projects/eurospin_en.html,0.0,
200,http://www.comesep.eu/,http://www.comesep.eu/,100.0,1
201,https://portal.cta-observatory.org/Pages/Home.aspx,http://www.gae.ucm.es/cta_pp_part_b.pdf,0.0,
202,http://www.cch-fever.eu/,http://www.cch-fever.eu/,100.0,1
203,http://www.woodlifeproject.com/en/Sidor/default.aspx,http://woodlifeproject.com/,100.0,1
204,http://www.transparency-project.eu/index.php?transparency,https://www.linkedin.com/in/patricia-wolny-171b5474,,
205,http://www.ic2-eu.org/,http://ic2-eu.org/,100.0,1
206,http://www.legumefutures.de/,http://www.legumefutures.de/,100.0,1
207,http://www.athena-flora.eu/,http://foodandhealth.ifr.ac.uk/research-themes/food-bioactives/anthocyanin-and-polyphenol-bioactives-for-health-enhancement-through-nutritional-advancement-athena/,,
208,http://www.protectrail.eu/,http://www.protectrail.eu/,100.0,1
209,http://www.human-development.manchester.ac.uk/NIMBL/,http://www.euussciencetechnology.eu/content/nuclease-immune-mediated-brain-and-lupus-conditions-nimbl-natural-history-pathophysiology,0.0,
210,http://www.mindview.i3m.upv.es/,http://www.mindview.i3m.upv.es/,100.0,1
211,http://www.requite.eu/,http://requite.eu/,77.0,1
212,http://bcmmnty-qp.unibocconi.it/QuickPlace/innovativest/Main.nsf/h_Toc/4df38292d748069d0525670800167212/?OpenDocument,http://ec.europa.eu/research/social-sciences/projects/408_en.html,0.0,
213,http://www.magister-project.eu/,http://www.magister-project.eu/,100.0,1
214,http://www.eu-thor.eu/,https://www.linkedin.com/groups?gid=4381944,0.0,
215,http://www.fp7-palms.org/,http://fp7-palms.org/,100.0,1
216,http://www.sume.at/,http://www.sume.at/,100.0,1
217,http://www.certcost.org/,http://www.certcost.org/,100.0,1
218,http://www.diabimmune.org/,http://diabimmune.org/,100.0,1
219,http://fmf.igh.cnrs.fr/ISSAID/EUROTRAPS/,http://ec.europa.eu/research/health/medical-research/rare-diseases/projects/eurotraps_en.html,0.0,
220,http://www.eutrigtreat.eu/,http://www.eutrigtreat.com/,90.0,1
221,http://www.leukotreat.eu/,http://www.2020-horizon.com/LEUKOTREAT-Therapeutic-challenge-in-Leukodystrophies-Translational-and-ethical-research-towards-clinical-trials(LEUKOTREAT)-s62.html,0.0,
222,http://www.fp7-accord.eu/,http://www.fp7-accord.eu/,100.0,1
223,http://www.micro-dress.eu/,https://www.facebook.com/Micro-Dress-169065106466973/info,0.0,
224,http://www.booster-project.org/,http://www.booster-project.org/home/liblocal/docs/Pr%C3%83%C2%A9sentation_BOOSTER_MG_ICRR2011.pdf,0.0,
225,http://idc.mdx.ac.uk/projects/crisis/,http://www.crs4.it/vic/data/papers/iscram2012-indigo.pdf,0.0,
226,http://www.transeuro.org.uk/,http://www.cam.ac.uk/research/news/neural-transplantation-in-parkinsons-disease-moving-forward,0.0,
227,http://redontap.com/,http://www.2020-horizon.com/BANC-DE-SANG-I-TEIXITS-p10676g1.html,0.0,
228,http://www.neurofast.eu/,http://www.karger.com/Article/Pdf/338824,0.0,
229,http://nanodirect.eu/,http://www.scienceworldreport.com/articles/8754/20130811/nanotech-self-assembly-enables-novel-soft-materials-special-properties.htm,0.0,
230,http://www.alfa-bird.eu-vri.eu/,http://www.alfa-bird.eu-vri.eu/,99.0,1
231,http://www.imagemend.eu/,http://www.imagemend.eu/,100.0,1
232,http://lemsuper.eu/,http://www.lemsuper.eu/,100.0,1
233,http://seatglobal.eu/,http://seatglobal.eu/,97.0,1
234,http://www.eurojustis.eu/,http://www.eurojustis.eu/,100.0,1
235,http://nano4water.eu/?id=48,https://nano4water.vito.be/n4wprojects/Pages/monacat.aspx,64.0,1
236,http://www.europeanstrokenetwork.eu/,http://www.eso-stroke.org/,,
237,http://www.rudi-europe.net/,http://www.rudi-europe.net/,75.0,1
238,http://nanorucer.de/nanorucer/inhalte/start.php,http://nanorucer.de/nanorucer/download/deliverable_5-1.pdf,0.0,
239,http://www.detecter.bham.ac.uk/index.shtml,http://www.detecter.eu/,0.0,
240,http://www.euronanomed.net/,http://www.euronanomed.net/files/Strategic_Agenda_for_EuroNanoMed.pdf,0.0,
241,http://naimit.eu/,http://naimit.eu/,100.0,1
242,http://www.sp4esp.eu/,http://www.sp4esp.eu/,97.0,1
243,http://knowledge2innovation.eu/,http://knowledge2innovation.eu/about,0.0,
244,http://www.nadproject.eu/,http://www.nadproject.eu/,99.0,1
245,http://www.copiride.eu/,https://www.unina.it/documents/11958/4393164/PrgFin_01_Copiride.pdf/4b47c954-5b4c-4e4f-9fbd-71c111cee7f3,0.0,
246,http://www.gamexp.eu/,http://www.gamexp.eu/,100.0,1
247,https://faculty.biu.ac.il/~sshpiro/,http://www.terrorismdata.leiden.edu/index.php?pagina=zoeken&onderdeelid=1&categoriesubid1=608,0.0,
248,http://www.abdn.ac.uk/haw/,http://www.abdn.ac.uk/haw/,100.0,1
249,http://www.Livediverse.eu/,http://www.copernicus.eu/projects/livediverse,0.0,
250,http://www.fp7-hamlet.eu/,http://adsabs.harvard.edu/abs/2010cosp...38.3202R,0.0,
251,http://www.foi.se/en/Customer--Partners/Projects/LOTUS1/LOTUS/,http://www.foi.se/en/Customer--Partners/Projects/LOTUS/LOTUS/,97.0,1
252,http://www.whyweage.eu/,http://www.whyweage.eu/,100.0,1
253,http://nemo.vtt.fi/,http://nemo.vtt.fi/index.htm,100.0,1
254,http://www.indect-project.eu/,https://en.wikipedia.org/wiki/INDECT,0.0,
255,http://www.econwelfare.eu/,http://www.econwelfare.eu/projectfacts/projectfacts.aspx,0.0,
256,https://sites.google.com/site/selfdottpublic/,http://sites.google.com/site/selfdottpublic/,100.0,1
257,http://www.espritproject.eu/,https://www.linkedin.com/in/garas-s%C3%A1ndor-538aa45a,,
258,http://www.nhecd-fp7.eu/index.php?id=515,http://www.nhecd-fp7.eu/,99.0,1
259,http://gildedeu.hutton.ac.uk/,http://gildedeu.hutton.ac.uk/infosheet,52.0,1
260,http://www.salmotrip.stir.ac.uk/,http://www.salmotrip.stir.ac.uk/,100.0,1
261,http://www.nmpteam.com/,http://www.2020-horizon.com/NMPTEAM2-Improving-the-services-of-the-NMP-NCP-Network-through-Trans-national-Activities-2(NMPTEAM2)-s1931.html,0.0,
262,http://promine.gtk.fi/,http://promine.gtk.fi/,100.0,1
263,http://www.cogseu.org/,http://www.cogseu.org/,97.0,1
264,http://www.uta.fi/bmt/,http://www.uta.fi/ibt/institute/research/visakorpi/prosper.html,54.0,1
265,http://www.encite.org/cms/website.php,http://www.encite.org/html/img/pool/ENC_Session_ECR_12_A5_RZ_HR.pdf,0.0,
266,http://www.eva-copd.eu/,http://www.cnag.cat/article/eva/,0.0,
267,http://iramis.cea.fr/spec/Phocea/Page/index.php?id=23,http://iramis.cea.fr/spec/Phocea/Page/index.php?id=23,100.0,1
268,http://www.clear-up.eu/,http://www.ectp.org/documentation/Conference2009/D2-06-CleanandResourceEfficientBuildingsforRealLife.pdf,0.0,
269,http://www.bioelectricsurface.eu/,http://www.bioelectricsurface.eu/,100.0,1
270,http://www.cost-effective-renewables.eu/,http://www.cost-effective-renewables.eu/,100.0,1
271,http://www.particoat.eu/,http://particoat.risk-technologies.com/,0.0,
272,http://www.ahead.polimi.it/,http://www.icben.org/2008/PDFs/Sliwinska-Kowalska_et_al_Poster_abstract.pdf,0.0,
273,http://www.metacancer-fp7.eu/index.php?id=349,http://www.metacancer-fp7.eu/,100.0,1
274,http://www.gmsafoodproject.eu/,http://www.eusem.com/body/CS/EUproj-genmod/GMSAFOOD.htm,,
275,http://www.instapa.org/instapa,https://www.wageningenur.nl/en/show/instapa-3.htm,0.0,
276,http://www.robustmilk.eu/,http://www.robustmilk.eu/,100.0,1
277,http://www.rednex-fp7.eu/,http://www.rednex-fp7.eu/,100.0,1
278,http://www.wageningenur.nl/en/Research-Results/Projects-and-programmes/Euphoros-1.htm,http://edepot.wur.nl/15366,0.0,
279,http://www.lipididiet.progressima.eu/,http://www.lipididiet.eu/,100.0,1
280,http://www.flabel.org/en/,http://www.flabel.org/en/,100.0,1
281,http://www.cardiorisk.eu/,http://www.cardiorisk.eu/members/registry.php,38.0,
282,http://www.sedentexct.eu/,http://www.sedentexct.eu/,97.0,1
283,http://www.project-vision.eu/about-the-project,http://ec.europa.eu/research/transport/projects/items/vision_en.htm,0.0,
284,http://www.eurobroadmap.eu/,http://www.eurobroadmap.eu/,100.0,1
285,http://www.light-rolls.eu/,http://www.light-rolls.eu/,100.0,1
