acronym,title,projectUrl
ENTHRONE,"End-to-End QoS through Integrated Management of Content, Networks and Terminals",0
FEELIX GROWING,"FEEL, Interact, eXpress: a Global appRoach to develOpment With INterdisciplinary Grounding",0
SHARE-IT,Supported human autonomy for recovery and enhancement of cognitive and motor abilities using information technologies,0
HADRONPHYSICS,Study of Strongly Interacting Matter,0
FLEXIFUNBAR,"MULTIFUNCTIONAL BARRIERS FOR FLEXIBLE STRUCTURES (PAPER, LEATHER, PAPER)",0
REGINNET,Regional approach towards FP6. Network of contact points in large Accession Candidate Countries and Member States,0
BUSNET,BUILDING USEGUL NCP NETWORKS,0
URBAN-NET,Urban ERA-NET - coordination of the funding of urban research in Europe,0
COOLHEAD,Development of a Cooler Amp Lighter Crash Helmet Technology,0
DIANA,Distributed equipment Independent environment for Advanced avioNic Applications,0
ECODOCK,Environmentally friendly coatings for ship building and ships in operation (ECODOCK),0
SAFEICE,INCREASING THE SAFETY OF ICEBOUND SHIPPING,0
TRAINAU,Training Risk Assessment in Non-human Antimicrobial Usage,0
PAVUC,PRODUCING ADDED VALUE FROM UNDER-UTILISED TROPICAL FRUIT CROPS WITH HIGH COMMERCIAL POTENTIAL,0
REALISE,Rare Earth Oxide Atomic Layer Deposition for Innovation in Electronics,0
GRACE,Generalisation of Research on Accounts and cost estimation,0
EUROLIFT II,European High Lift Programme II (EUROLIFT II),0
ECARE+,European Communities Aeronautics REsearch Plus,0
CRESMED,Cost efficient and reliable rural electrification schemes for South Mediterranean countriesbased on multi user Solar Hybrid grids,0
INFRARTSONIC,Development of a novel and integrated portable non destructive analysis system for the documentation of artworks.,0
IMPRINT-NET,IMplementing Pricing Reforms IN Transport - NETworking,0
ESS3,European social survey round 3,0
ERRC3,Third European Road Research Conference,0
VEATAL,Validation of an Experimental Airship Transportation for Aerospace Logistics,0
ARES,Assembling Reconfigurable Endoluminal Surgical system,0
EUROTURBO6,"Support to Sixth European Conference on Turbomachinery - Fluid Dynamics and Thermodynamics, Lille, March 2005",0
INTEGRATING-ACC,Integrating the associated candidate countries into the 6th Framework Programme through networking activities and improved NCP services,0
GSOMEN,Growth and Supra-Organization of Transition and Noble Metal Nanoclusters,0
STARTER,Strengthening the strategic research partnership between China and the EU,0
ERMES,European Research for MEditerranean Seafood,0
ELMAA,Integrated water management of Mediterranean phosphate mining and local agricultural systems,0
CIBEWU,Citrus breeding for efficient water and nutrient use.,0
PROBELL,Maintenance and Protection of Bells,0
EPIZONE,Network on epizootic disease diagnosis and control,0
MEDISTONE,Preservation of ancient MEDIterranean sites in terms of their ornamental and building STONE: from determining stone provenance to proposing conservation/restoration techniques,0
MED-COLOUR-TECH,"Investigation, Revival and Optimisation of Traditional Mediterranean Colouring Technology for the Conservation of the Cultural Heritage",0
QUARRYSCAPES,Conservation of Ancient Stone Quarry Landscapes in theEastern Mediterranean,0
FONIO,Upgrading quality and competitiveness of fonio for improved livelihoods in West Africa,0
RRTC,Regional railway transport research and training centre foundation,0
INDUSTRYLINK,Partnering events to link EU and ACC countries for future consortia in industrial technologies research,0
RODI,Romanian Research and Innovation Days,0
INDUSTRYLINK,Partnering events to link EU and ACC countries for future consortia in industrial technologies research,0
NM4TB,New medicines for tuberculosis,0
ILDAS,In-flight Lightning Strike Damage Assessment System,0
ELOST,E-Government for low socio-economic status groups,0
RANKERS,Ranking for European road safety,0
POMPEI,P2P location and presence mobile services for managing crisis and disaster situations,0
ARTTS,Action Recognition and Tracking based on Time-of-flight Sensors,0
VAN,Virtual Automation Networks,0
AccuRobAs,Accurate Robot Assistant,0
ITHANET,eInfrastructure for thalassaemia research Network,0
SOPRANO,Service Oriented Programmable smart environments for older Europeans,0
OPTICRYST,Optimisation of protein crystallisation for European structural genomics,0
MINERVAA,Mid-term networking technologies rig and in-flight validation for avionic applications,0
NEWAC,NEW Aero Engine Core concepts,0
BEDOUIN HEALTH,Improving access to and quality of reproductive and child health care to marginal peoples:Bedouin in Jordan and Syria,0
ECOST,"Ecosystems, Societies, Consilience, Precautionary principle: Development of an assessment method of the societal cost for best fishing practices and efficient public policies",0
MED_REO_NET,"Surveillance network of Reoviruses, Bluetongue and African Horse Sickness, in the Mediterranean basin",0
RAPOLAC,Rapid Production of Large Aerospace Components,0
IDECAT,Integrated Design of Catalytic Nanomaterials for a Sustainable Production,0
BIOSAFOR,"Biosaline agroforestry: remediation of saline wastelands through the production of biosaline biomass (for bioenergy, fodder and biomaterials)",0
EURATOOLS,European Rat Tools for Functional Genomics,0
RHINCAV,Bringing health care to the vulnerable - developing equitable and sustainable rural health insurance in China and Vietnam,0
LIGHTNING,lightning protection for structures and systems on aircraft utilising lightweight composites.,0
NANOBIOPHARMACEUTICS,Nanoscale Functionalities for Targeted Drug Delivery of Biopharmaceutics,0
MIMOVAX,Alzheimer's disease-treatment targeting truncated Aß40/42 by active immunisation,0
HPLWR PHASE 2,High Performance Light Water Reactor - Phase 2,0
RAMSES,Renewable Energy Agricultural Multipurpose for Farmers,0
BEARINGS,New generation of aeronautical bearings for extreme environmental constraints,0
CREATE3S,Production to improve total efficiency of new generation Short Sea Shipping,0
FANTASIA,Flexible and near-net-shape generative manufacturing chains and repair techniques for complex shaped aero engine parts,0
EPITRON,Epigenetic treatment of neoplastic disease,0
ST-EAP,Science and Technology - Europe Africa Project,0
SHIELD,"Strategies for health insurance mechanisms to address health system inequities in Ghana, South Africa and Tanzania",0
RP/PPR MARKVAC,"Development of marker vaccines, companion diagnostic tests and improvement of epidemiological knowledge to facilitate control of rinderpest and peste des petits ruminants viruses",0
COMPETE,Competence platform on energy crop and Agroforestry systems for arid and semi-arid ecosystems - Africa,0
FLUTRAIN,Training and technology transfer of Avian Influenza diagnostics and disease management skills,0
PSX2,Participatory science and scientific participation: The role of civil society organisations in decision making about novel developments in biotechnologies,0
NANOCOFC,Enhancement of research capabilities on multi-functional Nanocomposites for advanced fuel cell Technology through EU-Turkish-China Cooperation,0
ANTIMAL,Development of New Drugs for the Treatment of Malaria,0
CO-EXTRA,GM and non-GM supply chains : their CO-EXistence and TRAceability,0
IMMIGR HIV TB MED,Impact of Immigration on HIV and Tuberculosis Epidemiology on the Mediterranean area,0
STEELWATER,Effective use of water in coal and steel industry,0
TRAINMONHER,Valorisation of Monumental Heritage through Higher Education and Professional Training. Socio-economic study and analysis of National Policies on EU-MED-DEV countries and EC Directives,0
RECIMICO,Reinforcement of the center for integrated microsystems and components,0
HUNGARY FOR FP6,Reinforce and develop the network of Hungarian organisations disseminating FP6 information and providing advisory services with the aim of assisting the successful Hungarian participation in FP6,0
NACRE,New aircraft concepts research,0
WEMED,Evaluation of the Water use Efficiency indicators in the Mediterranean Region,0
AIRTN,Aeronautics ERA-Net as one of the key enablers of the prosperous development of Aeronautics in Europe,0
SAFOODNET,Food Safety and Hygiene Networking within New EU Countries and Associated Candidate Countries,0
ILLIBATT,Ionic liquid based Lithium batteries,0
HTA,An alliance to enhance the maritime testing infrastructure in the EU,0
POLYTECT,Polyfunctional Technical Textiles against Natural Hazards,0
FLU-LAB-NET,Development and enhancement of laboratory networks for avian influenza,0
CNEUPRO,Clinical Neuroproteomics of Neurodegenerative Diseases,0
INNOCHEM,Innovative chemokine-based therapeutic strategies for autoimmunity and chronic inflammation,0
VHF DIAGNOSTICS,"Development of rapid field diagnostics for identification, control and management of haemorrhagic fever outbreaks",0
CLIOHRES.NET,Creating links and innovative overviews for a new history reseach agenda for the citizens of a growing Europe,0
SYNLET,Regulatory control networks of synthetic lethality,0
COMPROME,"Monitoring, Optimisation and Control of Liquid Composite Moulding Processes (COMPROME)",0
RISET,Reprogramming the immune System for the Establishment of Tolerance,0
VIVA,European Virtual Center for Innovation Excellence Assessment,0
TIMECOP-AE,Toward Innovative Methods for Combustion Prediction in Aero-Engines,0
WALLTURB,Wallturb: a european Synergy for the assessment of wall turbulence,0
TATMO,Turbulence and Transition Modelling for Special Turbomachinery Applications,0
AIM,Advanced in-flight measurement Techniques,0
TAMAHUD,"Identification of early disease markers, novel pharmacologically tractable targets and small molecule phenotypic modulators in Huntington's Disease'",0
CUSTOM-IMD,"SME Supply Chain Integration for Enhanced Fully Customisable Medical Implants, using new biomaterials and rapid manufacturing technologies, to enhance the quality of life for EU citizens",0
OPEN-GAIN,Optimal engineering design for dependable water and power generation in remote areas using renewable energies and intelligent automation,0
GENEPI-ENTB 2,GENEtic pathways for the Prediction of the effect of Irradiation-European normal an tumour tissue bank and data base,0
FOREAIM,Bridging restoration and multi-functionality in degraded forest landscape of Eastern Africa and Indian Ocean islands,0
VIRTHUALIS,Virtual reality and human factors applications for improving safety,0
SESAME,Southern European Seas: Assessing and modelling ecosystem changes,0
TEM-PLANT,New Bio-ceramisation processes applied to vegetable hierarchical structures,0
CMA,COMPLEX METALLIC ALLOYS,0
SUN,Tools for management and sustainable use of natural vegetation in West Africa,0
GENEPI-LOWRT,Genetic Pathways for the Prediction of the Effects of Ionising Radiation: Low Dose Radiosensitivity and Risk to Normal Tissue after Radiotherapy,0
DIGITEX,Digital Programmed Jetting of Fluids for Multifunctional protective Textiles,0
MUSTSCHISTUKEMA,"Multi-disciplinary studies of human schistosomiasis in Uganda, Kenya and Mali: new perspectives on morbidity, immunity, treatment and control",0
ERA-CHEMISTRY,Implementation of joint bottom-up European Programmes in chemistry,0
HANDLING WAVES,Decision Support System for ship operation in rough weather,0
FGENTCARD,Functional Genomic diagnostic tools for coronary artery disease,0
NANOIMPRINT,Nanoimprinting technologies for selective recognition and separation,0
PECTICOAT,Nanobiotechnology for the coating of medical devices,0
MED 7,Thematic workshops for the definition of the science and technology Euro-Mediterranean policy within FP7,0
HAMMAM,"Hammam, aspects and multidisciplinary methods of analysis for the Mediterranean region",0
OPERHA,Open and fully compatible next generation of strengthening system for the Rehabilitation of Mediterranean cultural heritage,0
DIVA,DIVA - science in a different voice,0
CHIEP,A Chilean European platform to improve science and technology co-operation,0
STREN,Technological Results Exchange Network,0
ECO-ENGINES,Energy COnversion in ENGINES (ECO-ENGINES),0
CREATING,Concepts to reduce environmental impact and attain optimal transport performance by inland navigation (CREATING),0
HYICE,Optimisation of hydrogen powered internal combustion engines (HYICE),0
SHIPMATES,SHIPrepair to MAintain Transport which is Environmentally Sustainable (SHIPMATES),0
HERCULES,High efficiency engine r&d on combustion with ultra low emissions for ships (Hercules),0
U-RAIL,Non-contact ultrasonic system for rail track inspection (U-RAIL),0
NAGINELS,Non aggressive internal engraving laser system,0
RIMINI,Development of new and novel low cost robot inspection methods for in-service inspection of nuclear installation,0
L-FIRE,Long fibre recycling,0
FLEXNOLEAD,"Flexible circuits processing, performance and reliability using lead-free soldering process",0
SEPARATE,"Eco-efficient designs for end-of-life, anti-counterfeit electronic device recovery",0
THERMOFIT,A thermal imaging based part inspection tool to enhance the competitiveness of the large group of SMEs within the EU injection moulding Industry,0
POLYDRY,The development of an in-line energy efficient polymer microwave based moisture measurement and drying system,0
SUSTAINING HERITAGE,Sustaining Europe's cultural heritage: from research to policy,0
STATUS,Sustainability tools and targets for the urban thematic strategy,0
WEB-MOB,Development of researchers mobility policy guidelines for the region of Western Balkans,0
DATON,Innovative fatigue and damage tolerance methods for the application of new structural concepts,0
ATPI,High performance damping technology for Aircraft cabin vibration attenuation and Thermo-Phonic Insulation,0
GOAHEAD,Generation of Advanced Helicopter Experimental Aerodynamic Database for CFD code validation,0
COMPACT,A concurrent approach to manufacturing induced part distortion in aerospace components,0
TURNEX,Turbomachinery Noise Radiation through the Engine Exhaust,0
USE HAAS,"Study on High Altitude Aircrafts and Airships (HAAS), deployed for specific aeronautical and space applications",0
MULFUN,Multifunctional Structures,0
SUPERTRAC,Supersonic transition control,0
TELFONA,Testing for laminar flow on new aircraft,0
AITEB-2,Aerothermal investigations on turbine endwalls and blades,0
MUSCA,Non-linear static multiscale analysis of large aero-structures,0
FLIRET,Flight reynolds number testing (1),0
CELINA,Fuel cell application in a new configured aircraft,0
ANASTASIA,Airborne new and advanced satellite techniques and technologies in a system integrated approach,0
HISAC,Environmentally friendly high speed aircraft,0
AEROMAG,Aeronautical application of wrought magnesium,0
ADELINE,Advanced air-data equipment for airliners,0
HILAS,Human integration into the life-cycle of aviation systems,0
SYNCOMECS,Synthesis of aeronautical compliant mechanical systems,0
FLOWFREE,The development of a high output processing method for the extrusion of solid thermoplastic sheet and profile,0
TRIMOTRANS,Development of new intermodal loading units and dedicated adaptors for the trimodal transport of bulk materials in Europe,0
PRO-STONE,Eco-efficient and high productive stone processing by multifunctional materials,0
NANOBIOCOM,Intelligent nanocomposite for bone tissue repair and regeneration,0
CODE,Curing polyester resins on demand,0
ABEST/A-EU,"Argentinean bureau for enhancing cooperation with the European community in the science, technology and innovation area",0
UEMEXCYT,Bureau for European and Mexican science and technology cooperation,0
ESASTAP,European - South Africa science and technology advancement programme,0
EUHEALTHGEN,Harnessing the potential of human population genetics research to improve the quality of the EU citizen,0
TCAC IN CANCER,Defects in the tricarboxylic acid (KREBS) cycle genes in tumorigenesis,0
RESCUE,From stem cell technology to functional restoration after spinal cord injury,0
EWA,Estrogens and women ageing,0
BBMO,Biosensors based on membrane organisation to replace animal testing,0
SNIPER,Sequence specific Oligomers for in vivo DNA repair,0
IMPROVED PRECISION,Improved precision of nucleic acid based therapy of cystic fibrosis,0
EURAPS,Autoimmune polyendocrine syndrome type I - a rare disorder of childhood as a model for autoimmunity,0
COMPUVAC,Ration design and standardized evaluation of novel genetic vaccines.,0
TAT MACHINE,Functional genomic characterization of the bacterial Tat complex as a nanomachine for biopharmaceutical production and a target for novel anti-infectives,0
AUTOROME,From Immune Responses in Rare Autoimmune Diseases to novel Therapeutic Intervention Strategies-a personalized Medicine approach,0
EXGENESIS,"Health benefits of exercise: identification of genes and signalling pathways involved in effects of exercise on insulin resistance, obesity and the metabolic syndrome",0
RIGHT,RNA Interference Technology as Human Therapeutic Tool,0
STRESSPROTECT,Inhibition of stress activated protein kinase signalling as a therapeutic strategy against excitotoxicity,0
GRIPANNT,Glutamate receptor proteins as novel neuroprotective targets,0
NOVACOAT,Replacement of CONVENTIONAL GLAZE on tiles and other high temperature processed materials with with novel hybrid coating,0
TRUESOUND,A challenge for materials science: bringing true baroque and medieval sound back to life in historic and new pipe organs,0
HEBE,Mobile monitoring and automatic fall detection device for elderly people living alone,0
W-RESPONSE,Workflow and RFID enabled system for automated and paperless Warehouse operations,0
EUMERCOPOL,"Analysis of the competitiveness of Mercosur's key agri-food sectors, comparison of policies and the ex-ante impacts of EU-Mercosur trade liberalisation.",0
RESISTVIR,Co-ordination of research on genetic resistance to control plant pathogenic viruses and their vectors in European crops,0
PHAGEVET-P,Veterinary phage therapies as alternatives to antibiotics in poultry production,0
VERDI,Virtual engineering for robust manufacturing with design integration,0
SMIST,Structural monitoring with advanced integrated sensor technologies,0
PIBRAC,Plezo brake actuator,0
RETINA,"Reliable, tuneable and inexpensive antennas by collective fabrication processes",0
DEEPWELD,Detailed multi-physics modelling of friction stir welding,0
ASSTAR,Advanced Safe Separation Technologies and Algorithms,0
ITOOL,Integrated tool for simulation of textile composites,0
TOPPCOAT,"Towards design and processing of advanced, competitive thermal barrier coating systems",0
LRUCM,Long range ultrasonic condition monitoring,0
RUSMECO,Enhancing Russian SME collaboration and business development through communities of practice,0
HIPERCHEM,High performance nanostructured coated conductors by chemical processing,0
ESCW,ESCW: the European Science Communication Workshops,0
TASNANO,Tools and technologies for the analysis and synthesis of nanostructures,0
TIPS4CELLS,"Scanning probe microscopy techniques for real time, high resolution imaging and molecular recognition in functional and structural genomics",0
IMPRESMAN-COEUR4LIFE,Improving project & research management skills in third countries to stumulate their cooperatin with Europe for life- sciences,0
TP PLANTS AND HEALTH,The European technology platform on plant genomics and biotechnology: plants for healthy lifestyles and for sustainable development,0
BOVAC,Development of a prophylactic vaccine and diagnostic markers to prevent and diagnose lyme borreliosis specific to Europe and North America,0
PERCATECH,Securing juveniles production of Eurasian perch by improving reproduction and larval rearing,0
CHIMERIC VACCINES,Development of influenza delNS1 virus as a vector for foreign antigens,0
TB-DRUG OLIGOCOLOR,Development of a molecular platform for the simultaneous detection of Mycobacterium tuberculosis resistance to rifampicin and fluoroquinolones,0
AURORA,Contact-free dynamical volumetric measurements of lower body with functional clinical and diagnostic capacity (AURORA),0
HAPLOTECH,Novel innovative doubled haploid technology for ornamental and medical plant breeding,0
TECUS,Technology for Titanium High Quality Customized Products (TECUS),0
BULK SUBSTRATES,Development of an energy efficient bulk sterilisation technique for the production of mycelium (BULK SUBSTRATES),0
PROHITECH,Seismic Protection of Historical Buildings by Reversible Mixed Technologies,0
PROMET,Developing new analytical techniques and materials for monitoring and protecting metal artefacts and monuments from the Mediterranean region,0
CONNECT,"Components, organisation, costs and outcomes of health care and community based interventions for people with posttraumatic stress following war and conflict in the Balkans",0
PBPTSD,Psychobiology of posttraumatic stress disorder,0
INTAILRISK,Assessment of environmental risk for use of radioactively contaminated industrial tailings,0
SEWERINSPECT,Integrated system for structural assessment and upgrading of SEWERs Based on input from CCTV inspection,0
EXTRANAT,Highly selective and environmentally friendly fruit extraction using supercritical fluids technology,0
UHPH,Development and optimisation of a continuous ultra high pressure homogeniser for application on milks and vegetable milks,0
DEMAG,Domestic emergency advanced generator,0
ALAMO,Development of innovative high performance anodised aluminium moulding tools for the thermoplastic processing sector to achieve competitive advantage,0
STUNFISHFIRST,Development of prototype equipment for humane slaughter of farmed fish in industry,0
PROTECT,Marine Protected areas as a tool for ecosystem conservation and fisheries management,0
AQUAFIRST,Combined genetic and functional genomic approaches for stress and disease resistance marker assisted selection in fish and shellfish,0
INDUWASTE,Management and remediation of hazardous industrial wastes in the Western Balkan countries,0
JAYHUN,Interstate water resource risk management: towards a sustainable future for the aral basin,0
PRO-BIOBALKAN,Promotion of cost competitive biomass technologies in the Western Balkan countries,0
SPEAR,"Sustainable options for people, catchment and aquatic resources",0
EPIC FORCE,Evidence-based policy for integrated control of forested river catchments in extreme rainfall and snowmelt,0
BORASSUS,The environmental and socio-economic contribution of palm geotextiles to sustainable development and soil conservation,0
TRANSMAP,"Transboundary networks of marine protected areas for integrated conservation and sustainable development: biophysical, socio-economic and governance assessment in East Africa",0
PUMPSEA,Peri-urban mangroves forests as filters and potential phytoremediators of domestic sewage in East Africa,0
ASEMWATERNET,Multi-stakeholder platform for ASEM S&T cooperation on sustainable water use,0
DIM-SUM,Innovative decision making for sustainable water management in developing countries,0
GUYAGROFOR,Development of sustainable agroforestry systems based on indigenous and maroon knowledge in the Guyana shield region,0
CENSOR,climate variability and el niño southern oscillation: implications for natural coastal resources and management,0
ERA-ENV,Integration of Associated Candidate Countries and New EU Member States in European Research Area by Environmental approaches,0
PROTENCH,Intensive and sustainable culture of the freshwater species tencii,0
ALFA,Development of an automated innovative system for continuous live feed production in aquaculture hatchery units,0
WACOSYS,Monitoring and control system for wastewater irrigated energy plantations,0
SCIENCEDUC,Renovation of science teaching in European primary education with inquiry methods,0
3DNANOPRINT,Nanoimprint lithography for novel 2- and 3- dimensional nanostructures,0
MAGNET,Magnetic moulding: innovative technology to improve the competitiveness and working conditions of the European foundries,0
LASER-MEM,Develop methods of manufacturing customized flexible membranes using laser technology,0
GABARDINE,Groundwater Artificial recharge Based on Alternative sources of wateR: aDvanced INtegrated technologies and managEment,0
SAMANTHA,Safety Intelligent Fisheries Product Traceability Management Throughout The Supply Chain,0
WASHCONTROL,Development of an online-sensor-based washcontrol system and water recycling for use in textile dyeing houses and laundries,0
AFRICAN WATER,Action to promote involvement of African water researchers in the Framework Programme,0
INECO,Institutional and economic instruments for sustainable water management in the Mediterranean region,0
FAHOPHS,"Addressing the health of children in urban poor areas through improved home-based care, personal hyginene and environmental sanitation and healthcare services",0
DYNAMIC,"The closed loop, active control of reaction dynamics, through dielectric monitoring, enabling greater competitiveness of the European SME Plastics processing community",0
ICARE,Impeding neo-formed contaminants accumulation to reduce their health effects,0
PROTEC,Supercritical carbon dioxide processing technology for biodegradable polymers targeting medical applications,0
ACTIONPLANBS,T for the Black Sea region,0
FEMAG,Flexible Ecological Multipurpose Advanced Generator (FEMAG),0
MULTIWEAVE,Weaving machine for producing multiaxial fabric (MULTIWEAVE),0
E-BREADMAKING,"E-Commerce of bread making equipment based on an expert system, distributed agents and virtual reality (e-breadmaking)",0
LCVAC,New vaccination therapies for lung cancer,0
CADPIPE,Cad Production Pipeline,0
INNORUBBER,Intelligent and multifunctional rubber compounds/adhesives for the shoe industry (INNORUBBER),0
NANOSPARK,Development of a new machinery for nanotubes mass production based on the channel spark ablation technique (NANOSPARK),0
ICACOST,Individually configurable automatic cost calculation system for 3-d laser cutting (ICACOST),0
DISBLADE,A new concept for the hardening of polymers allowing the production of disposable surgical blades preventing the need for sterilisation (DISBLADE),0
MERMOTH,Medical remote monitoring of clothes (MERMOTH),0
